Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Salesperson,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Cost
819,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Claire Gute,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.17,2.0592
820,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Claire Gute,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1228.47,798.50225
821,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Claire Gute,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.09,20.2059
822,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Claire Gute,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52,218.088
823,CA-2018-101434,20/06/2018,27/06/2018,Standard Class,TR-21325,Claire Gute,Consumer,United States,Belleville,New Jersey,7109,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,155.9805
824,CA-2018-101434,20/06/2018,27/06/2018,Standard Class,TR-21325,Claire Gute,Consumer,United States,Belleville,New Jersey,7109,East,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82,6.383
825,US-2015-102071,09/05/2015,15/05/2015,Standard Class,PG-18820,Claire Gute,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.80,44.07
826,US-2015-102071,09/05/2015,15/05/2015,Standard Class,PG-18820,Claire Gute,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,109.1805
827,CA-2018-126956,21/08/2018,28/08/2018,Standard Class,GT-14710,Claire Gute,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.00,22.75
828,CA-2018-126956,21/08/2018,28/08/2018,Standard Class,GT-14710,Claire Gute,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,24.206
829,CA-2018-126956,21/08/2018,28/08/2018,Standard Class,GT-14710,Claire Gute,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,9.932
830,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Claire Gute,Consumer,United States,Florence,Kentucky,41042,South,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,196.274
831,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Claire Gute,Consumer,United States,Florence,Kentucky,41042,South,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,117.429
832,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Claire Gute,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98,124.787
833,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Claire Gute,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99,42.8935
834,CA-2017-165316,23/07/2017,27/07/2017,Standard Class,JB-15400,Claire Gute,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.22,22.8904
835,CA-2017-165316,23/07/2017,27/07/2017,Standard Class,JB-15400,Claire Gute,Corporate,United States,Tampa,Florida,33614,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.70,15.4024
836,CA-2017-165316,23/07/2017,27/07/2017,Standard Class,JB-15400,Claire Gute,Corporate,United States,Tampa,Florida,33614,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.48,172.55875
837,US-2015-115987,08/09/2015,13/09/2015,Second Class,LH-17020,Claire Gute,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51.18,33.2696
838,US-2018-156083,04/11/2018,11/11/2018,Standard Class,JL-15175,Claire Gute,Home Office,United States,Columbia,Tennessee,38401,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.66,6.2816
839,US-2017-137547,07/03/2017,12/03/2017,Standard Class,EB-13705,Claire Gute,Corporate,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.07,13.6968
840,CA-2016-100454,20/11/2016,25/11/2016,Standard Class,BM-11650,Claire Gute,Corporate,United States,New York City,New York,10035,East,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,39.2925
841,CA-2016-100454,20/11/2016,25/11/2016,Standard Class,BM-11650,Claire Gute,Corporate,United States,New York City,New York,10035,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,11.52,7.488
842,CA-2016-100454,20/11/2016,25/11/2016,Standard Class,BM-11650,Claire Gute,Corporate,United States,New York City,New York,10035,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.05,120.9312
843,CA-2017-161669,07/11/2017,09/11/2017,First Class,EM-14095,Claire Gute,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,24.336
844,CA-2017-161669,07/11/2017,09/11/2017,First Class,EM-14095,Claire Gute,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.98,17.5344
845,CA-2017-161669,07/11/2017,09/11/2017,First Class,EM-14095,Claire Gute,Corporate,United States,Los Angeles,California,90036,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,7.384
846,CA-2017-161669,07/11/2017,09/11/2017,First Class,EM-14095,Claire Gute,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,9.503
847,CA-2016-114300,13/10/2016,17/10/2016,Standard Class,AF-10885,Mike Vittorini,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,54.418
848,CA-2016-114300,13/10/2016,17/10/2016,Standard Class,AF-10885,Mike Vittorini,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,187.161
849,CA-2018-107503,01/01/2018,06/01/2018,Standard Class,GA-14725,Mike Vittorini,Consumer,United States,Lorain,Ohio,44052,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.90,31.7824
850,CA-2015-107755,07/02/2015,12/02/2015,Standard Class,CK-12760,Mike Vittorini,Corporate,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,74.984
851,CA-2017-152534,20/06/2017,25/06/2017,Second Class,DP-13105,Mike Vittorini,Corporate,United States,Salinas,California,93905,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,3.354
852,CA-2017-152534,20/06/2017,25/06/2017,Second Class,DP-13105,Mike Vittorini,Corporate,United States,Salinas,California,93905,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,38.88,25.272
853,CA-2017-113747,28/05/2017,04/06/2017,Standard Class,VD-21670,Mike Vittorini,Consumer,United States,Jackson,Mississippi,39212,South,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,120.822
854,CA-2017-123274,19/02/2017,24/02/2017,Standard Class,GT-14710,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,28.899
855,CA-2017-123274,19/02/2017,24/02/2017,Standard Class,GT-14710,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,157.911
856,CA-2015-125612,03/08/2015,08/08/2015,Standard Class,BK-11260,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,25.974
857,CA-2015-125612,03/08/2015,08/08/2015,Standard Class,BK-11260,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.30,66.495
858,CA-2015-125612,03/08/2015,08/08/2015,Standard Class,BK-11260,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,13.884
859,CA-2018-161984,10/04/2018,15/04/2018,Standard Class,SJ-20125,Mike Vittorini,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,4.9465
860,CA-2018-161984,10/04/2018,15/04/2018,Standard Class,SJ-20125,Mike Vittorini,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,4.654
861,CA-2015-133851,09/06/2015,16/06/2015,Standard Class,CM-12445,Mike Vittorini,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,4.784
862,CA-2015-133851,09/06/2015,16/06/2015,Standard Class,CM-12445,Mike Vittorini,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.10,15.015
863,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Mike Vittorini,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.47,124.4568
864,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Mike Vittorini,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.25,3.4112
865,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Mike Vittorini,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.18,38.4696
866,CA-2015-149020,10/01/2015,15/01/2015,Standard Class,AJ-10780,Mike Vittorini,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1.8785
867,CA-2015-149020,10/01/2015,15/01/2015,Standard Class,AJ-10780,Mike Vittorini,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,33.761
868,CA-2017-134362,29/09/2017,02/10/2017,First Class,LS-16945,Mike Vittorini,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.94,10.3584
869,CA-2015-136742,06/04/2015,10/04/2015,Standard Class,GP-14740,Mike Vittorini,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,29.1915
870,CA-2017-158099,03/09/2017,05/09/2017,First Class,PK-18910,Mike Vittorini,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,741.9555
871,CA-2017-158099,03/09/2017,05/09/2017,First Class,PK-18910,Mike Vittorini,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.78,182.5083
872,CA-2016-131128,19/10/2016,20/10/2016,First Class,TB-21520,Mike Vittorini,Consumer,United States,Concord,New Hampshire,3301,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,22.386
873,CA-2015-148488,10/12/2015,15/12/2015,Standard Class,SM-20005,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,7.384
874,CA-2015-148488,10/12/2015,15/12/2015,Standard Class,SM-20005,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.34,69.1236
875,CA-2018-114636,25/08/2018,29/08/2018,Standard Class,GA-14725,Mike Vittorini,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,192.16,124.904
876,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Mike Vittorini,Home Office,United States,Concord,New Hampshire,3301,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,209.6835
877,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Mike Vittorini,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,19.4935
878,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Mike Vittorini,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,241.7805
879,US-2015-158638,17/09/2015,21/09/2015,Standard Class,AG-10765,Mike Vittorini,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.89,3.8298
880,CA-2018-111689,30/11/2018,02/12/2018,Second Class,HP-14815,Mike Vittorini,Home Office,United States,New York City,New York,10024,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.47,44.5068
881,CA-2018-111689,30/11/2018,02/12/2018,Second Class,HP-14815,Mike Vittorini,Home Office,United States,New York City,New York,10024,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.90,807.885
882,CA-2016-129098,09/10/2016,13/10/2016,Standard Class,DK-13090,Mike Vittorini,Consumer,United States,Springfield,Virginia,22153,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84,20.046
883,US-2018-123463,23/12/2018,23/12/2018,Same Day,GZ-14470,Mike Vittorini,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,8.762
884,CA-2017-165148,22/10/2017,24/10/2017,First Class,PM-19135,Mike Vittorini,Home Office,United States,Detroit,Michigan,48227,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.40,20.41
885,CA-2015-134061,29/04/2015,04/05/2015,Standard Class,LL-16840,Mike Vittorini,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,11.349
886,CA-2016-143602,25/04/2016,28/04/2016,Second Class,JS-15595,Mike Vittorini,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.94,9.0636
887,CA-2018-115364,26/06/2018,02/07/2018,Standard Class,OT-18730,Mike Vittorini,Consumer,United States,San Diego,California,92105,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76,54.444
888,CA-2018-150707,14/10/2018,19/10/2018,Standard Class,EL-13735,Mike Vittorini,Home Office,United States,Columbia,Maryland,21044,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,24.479
889,CA-2015-104976,09/12/2015,16/12/2015,Standard Class,CK-12760,Mike Vittorini,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,34.68,22.542
890,CA-2018-132934,20/06/2018,26/06/2018,Standard Class,JE-15475,Mike Vittorini,Consumer,United States,New Rochelle,New York,10801,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,149.95,97.4675
891,CA-2018-132934,20/06/2018,26/06/2018,Standard Class,JE-15475,Mike Vittorini,Consumer,United States,New Rochelle,New York,10801,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.31,33.3528
892,CA-2018-133256,26/06/2018,27/06/2018,First Class,TH-21550,Mike Vittorini,Home Office,United States,Detroit,Michigan,48227,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,2.951
893,CA-2018-133256,26/06/2018,27/06/2018,First Class,TH-21550,Mike Vittorini,Home Office,United States,Detroit,Michigan,48227,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,10.348
894,CA-2018-133256,26/06/2018,27/06/2018,First Class,TH-21550,Mike Vittorini,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,353.548
895,CA-2017-105494,10/11/2017,12/11/2017,First Class,PC-18745,Mike Vittorini,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,101.283
896,CA-2017-105494,10/11/2017,12/11/2017,First Class,PC-18745,Mike Vittorini,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.01,45.5052
897,CA-2017-140634,03/10/2017,06/10/2017,Second Class,HL-15040,Mike Vittorini,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.65,10.1712
898,CA-2015-144407,09/09/2015,15/09/2015,Standard Class,MS-17365,Mike Vittorini,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.60,67.34
899,CA-2018-160983,29/10/2018,31/10/2018,Second Class,GB-14530,Mike Vittorini,Corporate,United States,Auburn,New York,13021,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96,30.524
900,US-2017-114622,10/04/2017,12/04/2017,First Class,JR-16210,Mike Vittorini,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.90,5.7876
901,CA-2018-150959,11/11/2018,13/11/2018,First Class,TD-20995,Mike Vittorini,Consumer,United States,Garland,Texas,75043,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,6.786
902,CA-2018-150959,11/11/2018,13/11/2018,First Class,TD-20995,Mike Vittorini,Consumer,United States,Garland,Texas,75043,Central,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.34,11.9184
903,CA-2018-132353,15/09/2018,17/09/2018,First Class,DB-13060,Mike Vittorini,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.98,210.5844
904,CA-2017-130477,08/04/2017,12/04/2017,Standard Class,LC-17140,Mike Vittorini,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,13.026
905,CA-2017-130477,08/04/2017,12/04/2017,Standard Class,LC-17140,Mike Vittorini,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,42.224
906,CA-2017-130477,08/04/2017,12/04/2017,Standard Class,LC-17140,Mike Vittorini,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96,8.424
907,CA-2018-143259,30/12/2018,03/01/2019,Standard Class,PO-18865,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.14,210.0384
908,CA-2018-143259,30/12/2018,03/01/2019,Standard Class,PO-18865,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,90.93,59.1045
909,CA-2018-143259,30/12/2018,03/01/2019,Standard Class,PO-18865,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.78,34.3044
910,CA-2018-137596,02/09/2018,07/09/2018,Standard Class,BE-11335,Mike Vittorini,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.80,779.87
911,CA-2018-137596,02/09/2018,07/09/2018,Standard Class,BE-11335,Mike Vittorini,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.78,1253.707
912,CA-2018-137596,02/09/2018,07/09/2018,Standard Class,BE-11335,Mike Vittorini,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,229.047
913,CA-2016-133627,31/05/2016,07/06/2016,Standard Class,SC-20050,Mike Vittorini,Home Office,United States,Norwich,Connecticut,6360,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.20,14.43
914,CA-2018-102519,27/11/2018,29/11/2018,First Class,BM-11650,Mike Vittorini,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,30.511
915,CA-2018-102519,27/11/2018,29/11/2018,First Class,BM-11650,Mike Vittorini,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,93.4245
916,US-2015-141215,15/06/2015,21/06/2015,Standard Class,KL-16555,Mike Vittorini,Corporate,United States,San Antonio,Texas,78207,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.92,64.9467
917,US-2015-141215,15/06/2015,21/06/2015,Standard Class,KL-16555,Mike Vittorini,Corporate,United States,San Antonio,Texas,78207,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.94,518.6636
918,US-2015-141215,15/06/2015,21/06/2015,Standard Class,KL-16555,Mike Vittorini,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.57,5.5692
919,CA-2017-165218,05/03/2017,11/03/2017,Standard Class,RW-19630,Mike Vittorini,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.35,97.0788
920,CA-2017-165218,05/03/2017,11/03/2017,Standard Class,RW-19630,Mike Vittorini,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.99,8.4448
921,CA-2015-138296,05/12/2015,12/12/2015,Standard Class,RC-19825,Mike Vittorini,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,15.964
922,CA-2016-111164,11/04/2016,15/04/2016,Standard Class,SE-20110,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,55.341
923,CA-2016-111164,11/04/2016,15/04/2016,Standard Class,SE-20110,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,14.2935
924,CA-2016-111164,11/04/2016,15/04/2016,Standard Class,SE-20110,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.60,264.29
925,CA-2017-149797,15/09/2017,20/09/2017,Standard Class,AH-10075,Mike Vittorini,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.57,547.0192
926,CA-2015-132962,13/09/2015,16/09/2015,First Class,JM-15535,Mike Vittorini,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,15.55,10.1088
927,CA-2015-132962,13/09/2015,16/09/2015,First Class,JM-15535,Mike Vittorini,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.00,163.8
928,CA-2016-115091,05/10/2016,09/10/2016,Standard Class,JJ-15760,Mike Vittorini,Home Office,United States,Springfield,Virginia,22153,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,46.20,30.03
929,CA-2016-115091,05/10/2016,09/10/2016,Standard Class,JJ-15760,Mike Vittorini,Home Office,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,28.84,18.746
930,CA-2018-144932,14/04/2018,17/04/2018,First Class,AB-10165,Mike Vittorini,Consumer,United States,Toledo,Ohio,43615,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.59,9.4848
931,CA-2018-144932,14/04/2018,17/04/2018,First Class,AB-10165,Mike Vittorini,Consumer,United States,Toledo,Ohio,43615,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.86,58.4064
932,CA-2018-144932,14/04/2018,17/04/2018,First Class,AB-10165,Mike Vittorini,Consumer,United States,Toledo,Ohio,43615,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,13.87,9.0168
933,CA-2018-114216,02/09/2018,06/09/2018,Standard Class,RK-19300,Mike Vittorini,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.19,7.9248
934,CA-2017-140081,20/06/2017,24/06/2017,Standard Class,CG-12040,Mike Vittorini,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.06,29.2864
935,CA-2017-140081,20/06/2017,24/06/2017,Standard Class,CG-12040,Mike Vittorini,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,29.72,19.3167
